--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20220304--英特集团**000411.SZ
--筹码突破  成功了--20220304--南华生物**000504.SZ
--筹码突破  成功了--20220304--贝瑞基因**000710.SZ
--筹码突破  成功了--20220304--中广核技**000881.SZ
--筹码突破  成功了--20220304--重药控股**000950.SZ
--筹码突破  成功了--20220304--天奇股份**002009.SZ
--筹码突破  成功了--20220304--悦心健康**002162.SZ
--筹码突破  成功了--20220304--北化股份**002246.SZ
--筹码突破  成功了--20220304--长江健康**002435.SZ
--筹码突破  成功了--20220304--嘉事堂**002462.SZ
--筹码突破  成功了--20220304--榕基软件**002474.SZ
--筹码突破  成功了--20220304--中坚科技--强势股票**002779.SZ
--筹码突破  成功了--20220304--赛隆药业**002898.SZ
--筹码突破  成功了--20220304--宁波联合**600051.SH
--筹码突破  成功了--20220304--长城电工**600192.SH
--筹码突破  成功了--20220304--开开实业**600272.SH
--筹码突破  成功了--20220304--昂立教育**600661.SH
--筹码突破  成功了--20220304--祥龙电业**600769.SH
--筹码突破  成功了--20220304--云煤能源**600792.SH
--筹码突破  成功了--20220304--宁波海运**600798.SH
--筹码突破  成功了--20220304--第一医药--强势股票**600833.SH
--筹码突破  成功了--20220304--江南水务--强势股票**601199.SH
--筹码突破  成功了--20220304--爱婴室**603214.SH
--筹码突破  成功了--20220304--柳药股份**603368.SH
--筹码突破  成功了--20220304--美诺华**603538.SH
--筹码突破  成功了--20220228--恒林股份**603661.SH
--筹码突破  成功了--20220304--大理药业**603963.SH
--筹码突破--20220207--持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--持仓量_周线开始=20211126-结束=20220128--中间值=7.81--周数=9--换手率=36.4----黑牡丹**600510.SH
--筹码突破--20220207--持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--持仓量_周线开始=20211126-结束=20220128--中间值=10.27--周数=8--换手率=21.8----成都燃气**603053.SH
--筹码突破--20220218--持仓量_周线开始=20211210-结束=20220218--中间值=20.73--周数=7--换手率=59.7----华海药业**600521.SH
--筹码突破--20220111--持仓量_周线开始=20211105-结束=20220107--中间值=8.69--周数=6--换手率=52.2----中路股份**600818.SH
--筹码突破--20220223--持仓量_周线开始=20211210-结束=20220218--中间值=9.36--周数=8--换手率=66.1----翔鹭钨业**002842.SZ
--筹码突破--20190416--持仓量_周线开始=20190201-结束=20190412--中间值=4.36--周数=9--换手率=228.6----code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--持仓量_周线开始=20211126-结束=20220128--中间值=7.81--周数=9--换手率=36.4----黑牡丹**600510.SH
--筹码突破--20220207--持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--持仓量_周线开始=20211126-结束=20220128--中间值=10.27--周数=8--换手率=21.8----成都燃气**603053.SH
--筹码突破--20220218--持仓量_周线开始=20211210-结束=20220218--中间值=20.73--周数=7--换手率=59.7----华海药业**600521.SH
--筹码突破--20220111--持仓量_周线开始=20211105-结束=20220107--中间值=8.69--周数=6--换手率=52.2----中路股份**600818.SH
--筹码突破--20220223--持仓量_周线开始=20211210-结束=20220218--中间值=9.36--周数=8--换手率=66.1----翔鹭钨业**002842.SZ
--筹码突破--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--黑牡丹**600510.SH
--筹码突破--20220207--浙江交科**002061.SZ
--筹码突破--20220208--成都燃气**603053.SH
--筹码突破--20220218--华海药业**600521.SH
--筹码突破--20220111--中路股份**600818.SH
--筹码突破--20220223--翔鹭钨业**002842.SZ
--筹码突破--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--黑牡丹**600510.SH
--筹码突破--20220207--浙江交科**002061.SZ
--筹码突破--20220208--成都燃气**603053.SH
--筹码突破--20220218--华海药业**600521.SH
--筹码突破--20220111--中路股份**600818.SH
--筹码突破--20220223--翔鹭钨业**002842.SZ
--筹码突破--20190416--筹码突破--20190416持仓量_周线开始=20190201-结束=20190412--中间值=4.36--周数=9--换手率=228.6----code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--筹码突破--20220208持仓量_周线开始=20211126-结束=20220128--中间值=7.81--周数=9--换手率=36.4----黑牡丹**600510.SH
--筹码突破--20220207--筹码突破--20220207持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--筹码突破--20220208持仓量_周线开始=20211126-结束=20220128--中间值=10.27--周数=8--换手率=21.8----成都燃气**603053.SH
--筹码突破--20220218--筹码突破--20220218持仓量_周线开始=20211210-结束=20220218--中间值=20.73--周数=7--换手率=59.7----华海药业**600521.SH
--筹码突破--20220111--筹码突破--20220111持仓量_周线开始=20211105-结束=20220107--中间值=8.69--周数=6--换手率=52.2----中路股份**600818.SH
--筹码突破--20220223--筹码突破--20220223持仓量_周线开始=20211210-结束=20220218--中间值=9.36--周数=8--换手率=66.1----翔鹭钨业**002842.SZ
--筹码突破--20190416--筹码突破--20190416持仓量_周线开始=20190201-结束=20190412--中间值=4.36--周数=9--换手率=228.6----code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--筹码突破--20220208持仓量_周线开始=20211126-结束=20220128--中间值=7.81--周数=9--换手率=36.4----黑牡丹**600510.SH
--筹码突破--20220207--筹码突破--20220207持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--筹码突破--20220208持仓量_周线开始=20211126-结束=20220128--中间值=10.27--周数=8--换手率=21.8----成都燃气**603053.SH
--筹码突破--20220218--筹码突破--20220218持仓量_周线开始=20211210-结束=20220218--中间值=20.73--周数=7--换手率=59.7----华海药业**600521.SH
--筹码突破--20220111--筹码突破--20220111持仓量_周线开始=20211105-结束=20220107--中间值=8.69--周数=6--换手率=52.2----中路股份**600818.SH
--筹码突破--20220223--筹码突破--20220223持仓量_周线开始=20211210-结束=20220218--中间值=9.36--周数=8--换手率=66.1----翔鹭钨业**002842.SZ
--筹码突破--20190416--筹码突破--20190416持仓量_周线开始=20190201-结束=20190412--中间值=4.36--周数=9--换手率=228.6----code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--筹码突破--20220208持仓量_周线开始=20211126-结束=20220128--中间值=7.81--周数=9--换手率=36.4----黑牡丹**600510.SH
--筹码突破--20220207--筹码突破--20220207持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--筹码突破--20220208持仓量_周线开始=20211126-结束=20220128--中间值=10.27--周数=8--换手率=21.8----成都燃气**603053.SH
--筹码突破--20220218--筹码突破--20220218持仓量_周线开始=20211210-结束=20220218--中间值=20.73--周数=7--换手率=59.7----华海药业**600521.SH
--筹码突破--20220111--筹码突破--20220111持仓量_周线开始=20211105-结束=20220107--中间值=8.69--周数=6--换手率=52.2----中路股份**600818.SH
--筹码突破--20220223--筹码突破--20220223持仓量_周线开始=20211210-结束=20220218--中间值=9.36--周数=8--换手率=66.1----翔鹭钨业**002842.SZ
--筹码突破--20190416--筹码突破--20190416222持仓量_周线开始=20190201-结束=20190412--中间值=4.36--周数=9--换手率=228.6----code_name is null-300292.SZ**300292.SZ
--筹码突破--20220208--筹码突破--20220208222持仓量_周线开始=20211126-结束=20220128--中间值=7.81--周数=9--换手率=36.4----黑牡丹**600510.SH
--筹码突破--20220207--筹码突破--20220207222持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220208--筹码突破--20220208222持仓量_周线开始=20211126-结束=20220128--中间值=10.27--周数=8--换手率=21.8----成都燃气**603053.SH
--筹码突破--20220218--筹码突破--20220218222持仓量_周线开始=20211210-结束=20220218--中间值=20.73--周数=7--换手率=59.7----华海药业**600521.SH
--筹码突破--20220111--筹码突破--20220111222持仓量_周线开始=20211105-结束=20220107--中间值=8.69--周数=6--换手率=52.2----中路股份**600818.SH
--筹码突破--20220223--筹码突破--20220223222持仓量_周线开始=20211210-结束=20220218--中间值=9.36--周数=8--换手率=66.1----翔鹭钨业**002842.SZ
--筹码突破--20220308--筹码突破--20220308222持仓量_周线开始=20211224-结束=20220304--中间值=8.44--周数=8--换手率=82.9----北方国际**000065.SZ
--筹码突破--20220207--筹码突破--20220207222持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220308持仓量_周线开始=20211224-结束=20220304--中间值=8.44--周数=8--换手率=82.9----北方国际**000065.SZ
--筹码突破--20220207持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220308--持仓量_周线开始=20211224-结束=20220304--中间值=8.44--周数=8--换手率=82.9----北方国际**000065.SZ
--筹码突破--20220207--持仓量_周线开始=20211126-结束=20220128--中间值=5.46--周数=6--换手率=43.9----浙江交科**002061.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.02--周数=7--换手率=151.3----深粮控股**000019.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.02--周数=7--换手率=151.3----深粮控股**000019.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.6--周数=7--换手率=132.4----京粮控股**000505.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.02--周数=7--换手率=151.3----深粮控股**000019.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.6--周数=7--换手率=132.4----京粮控股**000505.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.02--周数=7--换手率=151.3----深粮控股**000019.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.02--周数=7--换手率=151.3----深粮控股**000019.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.6--周数=7--换手率=132.4----京粮控股**000505.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=16.69--周数=6--换手率=166.4----贝瑞基因**000710.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=4.59--周数=8--换手率=136.1----通化金马**000766.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=6.8--周数=6--换手率=149.8----中水渔业**000798.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=3.29--周数=7--换手率=114.9----code_name is null-000809.SZ**000809.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=3.86--周数=9--换手率=404.6----code_name is null-000889.SZ**000889.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=2.8--周数=8--换手率=145.2----code_name is null-000965.SZ**000965.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=13.14--周数=6--换手率=207.9----科华生物**002022.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=9.81--周数=9--换手率=90.5----云南能投--强势股票**002053.SZ
--筹码突破--20220311--恒宝股份--强势股票**002104.SZ
--筹码突破--20220311--创新医疗**002173.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.93--周数=7--换手率=282.1----北化股份**002246.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=10.66--周数=7--换手率=311.9----众生药业**002317.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.45--周数=8--换手率=100.6----皖通科技**002331.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=5.4--周数=7--换手率=722.9----亚太药业**002370.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=6.21--周数=7--换手率=321.8----汉森制药**002412.SZ
--筹码突破--20220311--金财互联**002530.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=6.24--周数=7--换手率=303.7----金新农**002548.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=3.92--周数=8--换手率=290.0----code_name is null-002613.SZ**002613.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=17.11--周数=6--换手率=93.9----青青稞酒**002646.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=10.93--周数=7--换手率=85.6----克明食品**002661.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=4.38--周数=6--换手率=50.8----顺威股份**002676.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=12.92--周数=7--换手率=556.5----龙津药业**002750.SZ
--筹码突破--20220311--浙江建投**002761.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=26.65--周数=7--换手率=259.8----路畅科技--强势股票**002813.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=9.02--周数=8--换手率=111.5----高斯贝尔**002848.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.87--周数=7--换手率=35.4----捷荣技术**002855.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=19.68--周数=7--换手率=368.2----京泉华**002885.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=11.38--周数=7--换手率=415.9----赛隆药业**002898.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=11.46--周数=9--换手率=112.3----庄园牧场**002910.SZ
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.09--周数=7--换手率=103.2----金花股份**600080.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=3.49--周数=9--换手率=114.0----code_name is null-600108.SH**600108.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.68--周数=7--换手率=41.4----长江投资**600119.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.45--周数=7--换手率=181.4----金健米业**600127.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=2.81--周数=7--换手率=62.5----code_name is null-600190.SH**600190.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=5.6--周数=6--换手率=314.3----长城电工**600192.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=2.53--周数=7--换手率=103.8----code_name is null-600220.SH**600220.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=5.33--周数=6--换手率=84.9----两面针**600249.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.82--周数=8--换手率=42.5----东方创业**600278.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=6.06--周数=8--换手率=83.3----大东方--强势股票**600327.SH
--筹码突破--20220311--code_name is null-600358.SH**600358.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.53--周数=8--换手率=263.2----青海春天**600381.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=21.9--周数=8--换手率=107.4----贵航股份**600523.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=4.32--周数=9--换手率=30.4----交运股份**600676.SH
--筹码突破--20220311--曲江文旅**600706.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=4.6--周数=9--换手率=47.2----苏州高新**600736.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=21.0--周数=7--换手率=101.3----上海洗霸**603200.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=17.49--周数=10--换手率=87.6----上海天洋**603330.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=8.3--周数=7--换手率=75.7----尚纬股份**603333.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=18.76--周数=6--换手率=152.8----基蛋生物--小树股票池**603387.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=7.54--周数=7--换手率=50.5----长久物流**603569.SH
--筹码突破--20220311--持仓量_周线开始=20211231-结束=20220311--中间值=10.07--周数=6--换手率=113.4----南威软件**603636.SH
